name,site,subtypes,category,type,borough,street,city,postal_code,us_state,latitude,longitude,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,verified,location_link,place_id,google_id
GN Associates,http://www.gnrealty.com/,"Apartment rental agency, Student housing center",Apartment rental agency,Apartment rental agency,,119 S Burrowes St # 101,State College,16801.0,Pennsylvania,40.792482,-77.862996,2.5,45,26,1,1,2,15,10,True,"https://www.google.com/maps/place/GN+Associates/@40.792482,-77.862996,14z/data=!4m8!1m2!2m1!1sGN+Associates!3m4!1s0x89cea89909046bb3:0x68114059b18942c1!8m2!3d40.792482!4d-77.862996",ChIJs2sECZmozokRwUKJsVlAEWg,0x89cea89909046bb3:0x68114059b18942c1
Aspen State College,https://www.aspenstatecollege.com/,Apartment complex,Apartment complex,Apartment complex,,350 Squirrel Dr,State College,16801.0,Pennsylvania,40.8069824,-77.83219009999999,3.5,147,46,7,1,7,86,35,True,"https://www.google.com/maps/place/Aspen+State+College/@40.806982399999995,-77.83219009999999,14z/data=!4m8!1m2!2m1!1sAspen+State+College!3m4!1s0x89cea9f5fecebc4f:0x4cd7ef1cb5e95bbe!8m2!3d40.806982399999995!4d-77.83219009999999",ChIJT7zO_vWpzokRvlvptRzv10w,0x89cea9f5fecebc4f:0x4cd7ef1cb5e95bbe
Park Forest Apartments,https://www.apartmentsstatecollege.com/park-forest-apartments,"Apartment complex, Apartment building, Apartment rental agency, Housing complex, Student dormitory, Student housing center",Apartment complex,Apartment complex,,901 W Aaron Dr,State College,16803.0,Pennsylvania,40.8038665,-77.8974915,3.9,59,10,2,6,5,36,41,True,"https://www.google.com/maps/place/Park+Forest+Apartments/@40.8038665,-77.8974915,14z/data=!4m8!1m2!2m1!1sPark+Forest+Apartments!3m4!1s0x89cea8766d36f035:0x69a65cdf3523b2ec!8m2!3d40.8038665!4d-77.8974915",ChIJNfA2bXaozokR7LIjNd9cpmk,0x89cea8766d36f035:0x69a65cdf3523b2ec
Happy Valley Motor Inn,,Apartment building,Apartment building,Apartment building,,1245 S Atherton St,State College,16801.0,Pennsylvania,40.7848991,-77.8468451,4.5,11,0,0,2,1,8,2,False,"https://www.google.com/maps/place/Happy+Valley+Motor+Inn/@40.7848991,-77.8468451,14z/data=!4m8!1m2!2m1!1sHappy+Valley+Motor+Inn!3m4!1s0x89cea8b0eca7f991:0x2cb89ce75e55e0a6!8m2!3d40.7848991!4d-77.8468451",ChIJkfmn7LCozokRpuBVXuecuCw,0x89cea8b0eca7f991:0x2cb89ce75e55e0a6
ICO Monteval Apartments Orem,https://www.liveatmonteval.com/%3Futm_knock%3Dg,Apartment complex,Apartment complex,Apartment complex,Bonneville,355 W 920 N,Orem,84057.0,Utah,40.3139013,-111.7039412,4.6,263,19,1,7,14,222,147,True,"https://www.google.com/maps/place/ICO+Monteval+Apartments+Orem/@40.3139013,-111.70394119999999,14z/data=!4m8!1m2!2m1!1sICO+Monteval+Apartments+Orem!3m4!1s0x874d852f8939f11b:0x52c65d46db409c92!8m2!3d40.3139013!4d-111.70394119999999",ChIJG_E5iS-FTYcRkpxA20ZdxlI,0x874d852f8939f11b:0x52c65d46db409c92
Parc on Center Apartments & Townhomes,https://www.parconcenterisyourhome.com/%3Frcstdid%3DMg%3D%3D-YRjTEizZPgM%3D%26utm_source%3DGMB%26utm_medium%3Dorganic,"Apartment building, Apartment rental agency",Apartment building,Apartment building,Suncrest,1042 W Center St,Orem,84057.0,Utah,40.2979889,-111.7216957,4.3,260,29,8,7,20,196,88,True,"https://www.google.com/maps/place/Parc+on+Center+Apartments+%26+Townhomes/@40.2979889,-111.7216957,14z/data=!4m8!1m2!2m1!1sParc+on+Center+Apartments+%26+Townhomes!3m4!1s0x874d9b2c1b1f50c5:0x6b25f358874f95ca!8m2!3d40.2979889!4d-111.7216957",ChIJxVAfGyybTYcRypVPh1jzJWs,0x874d9b2c1b1f50c5:0x6b25f358874f95ca
Country Springs,http://www.countryspringsapts.com/,"Apartment complex, Apartment building, Apartment rental agency",Apartment complex,Apartment complex,Orem South,625 Orem Blvd,Orem,84058.0,Utah,40.28479,-111.6914062,4.0,156,27,4,6,19,100,26,True,"https://www.google.com/maps/place/Country+Springs/@40.28479,-111.69140619999999,14z/data=!4m8!1m2!2m1!1sCountry+Springs!3m4!1s0x874d9aeaf734ba47:0xce550a9495a78473!8m2!3d40.28479!4d-111.69140619999999",ChIJR7o09-qaTYcRc4SnlZQKVc4,0x874d9aeaf734ba47:0xce550a9495a78473
Canyon View Crossing,https://www.canyonviewcrossing.com/%3Futm_source%3DGMB%26utm_medium%3Dorganic,Apartment complex,Apartment complex,Apartment complex,Cherry Hill,1460 S State St,Orem,84097.0,Utah,40.2701911,-111.6836409,4.1,395,75,5,7,29,279,87,True,"https://www.google.com/maps/place/Canyon+View+Crossing/@40.2701911,-111.6836409,14z/data=!4m8!1m2!2m1!1sCanyon+View+Crossing!3m4!1s0x874d9a89f0717665:0xed5dc6018a16da2c!8m2!3d40.2701911!4d-111.6836409",ChIJZXZx8ImaTYcRLNoWigHGXe0,0x874d9a89f0717665:0xed5dc6018a16da2c
The Exton at University Place Apartments Orem,https://www.liveattheexton.com/%3Futm_knock%3Dg,Apartment complex,Apartment complex,Apartment complex,Hillcrest,560 E Pk Ave,Orem,84097.0,Utah,40.2761794,-111.681373,4.5,69,6,2,1,0,60,157,True,"https://www.google.com/maps/place/The+Exton+at+University+Place+Apartments+Orem/@40.2761794,-111.681373,14z/data=!4m8!1m2!2m1!1sThe+Exton+at+University+Place+Apartments+Orem!3m4!1s0x874d9b0dc744a0db:0x8b5df4d47d4112c0!8m2!3d40.2761794!4d-111.681373",ChIJ26BExw2bTYcRwBJBfdT0XYs,0x874d9b0dc744a0db:0x8b5df4d47d4112c0
The Devon at University Place Apartments Orem,https://www.liveatthedevonapts.com/%3Futm_knock%3Dg,"Apartment complex, Property management company",Apartment complex,Apartment complex,Hillcrest,845 S 750 E,Orem,84097.0,Utah,40.2815301,-111.677098,4.5,173,16,3,7,6,141,231,True,"https://www.google.com/maps/place/The+Devon+at+University+Place+Apartments+Orem/@40.2815301,-111.677098,14z/data=!4m8!1m2!2m1!1sThe+Devon+at+University+Place+Apartments+Orem!3m4!1s0x874d9bc0e3c064f5:0x3be4d59441891b75!8m2!3d40.2815301!4d-111.677098",ChIJ9WTA48CbTYcRdRuJQZTV5Ds,0x874d9bc0e3c064f5:0x3be4d59441891b75
The Boulevard,https://www.theboulevardut.com/,"Apartment complex, Apartment building, Apartment rental agency",Apartment complex,Apartment complex,Suncrest,40 N Orem Blvd,Orem,84057.0,Utah,40.2982161,-111.6987329,3.8,110,25,2,10,11,62,124,True,"https://www.google.com/maps/place/The+Boulevard/@40.2982161,-111.6987329,14z/data=!4m8!1m2!2m1!1sThe+Boulevard!3m4!1s0x874d9acf6b8eaa63:0x38eeff863f539d15!8m2!3d40.2982161!4d-111.6987329",ChIJY6qOa8-aTYcRFZ1TP4b_7jg,0x874d9acf6b8eaa63:0x38eeff863f539d15
Cascade Ridge Apartments,https://www.cascaderidgeapts.com/,Apartment building,Apartment building,Apartment building,Orem South,78 E 760 S St,Orem,84058.0,Utah,40.2830428,-111.6936007,4.0,73,13,1,4,11,44,45,True,"https://www.google.com/maps/place/Cascade+Ridge+Apartments/@40.2830428,-111.69360069999999,14z/data=!4m8!1m2!2m1!1sCascade+Ridge+Apartments!3m4!1s0x874d9aeb90749fd3:0xe149a203749c4b7f!8m2!3d40.2830428!4d-111.69360069999999",ChIJ0590kOuaTYcRf0ucdAOiSeE,0x874d9aeb90749fd3:0xe149a203749c4b7f
Northview Apartments,http://www.oremapartments.com/,"Apartment building, Apartments",Apartment building,Apartment building,Sharon,60 E 700 N,Orem,84057.0,Utah,40.3095809,-111.694061,3.6,20,6,1,0,2,11,2,False,"https://www.google.com/maps/place/Northview+Apartments/@40.3095809,-111.69406099999999,14z/data=!4m8!1m2!2m1!1sNorthview+Apartments!3m4!1s0x874d8534782f9bcd:0xce411d79bd2eedc!8m2!3d40.3095809!4d-111.69406099999999",ChIJzZsveDSFTYcR3O7Sm9cR5Aw,0x874d8534782f9bcd:0xce411d79bd2eedc
The Aston at University Place Apartments Orem,https://www.liveattheaston.com/%3Futm_source%3Dg,"Apartment complex, Property management company",Apartment complex,Apartment complex,Hillcrest,730 E 950 S,Orem,84097.0,Utah,40.2795485,-111.6781596,4.4,656,70,25,10,48,503,413,True,"https://www.google.com/maps/place/The+Aston+at+University+Place+Apartments+Orem/@40.2795485,-111.6781596,14z/data=!4m8!1m2!2m1!1sThe+Aston+at+University+Place+Apartments+Orem!3m4!1s0x874d9a8560358e43:0x17a688203dc70581!8m2!3d40.2795485!4d-111.6781596",ChIJQ441YIWaTYcRgQXHPSCIphc,0x874d9a8560358e43:0x17a688203dc70581
Mountain Run Apartment Homes,https://www.mountainrunapt.com/%3Futm_knock%3Dgmb,"Apartment complex, Apartment building, Furnished apartment building",Apartment complex,Apartment complex,Sunset Heights,1219 S 580 W,Orem,84058.0,Utah,40.2750749,-111.7092598,3.8,148,40,2,2,15,89,23,True,"https://www.google.com/maps/place/Mountain+Run+Apartment+Homes/@40.2750749,-111.7092598,14z/data=!4m8!1m2!2m1!1sMountain+Run+Apartment+Homes!3m4!1s0x874d9ae2d7f97891:0xa2a24b5af57afdce!8m2!3d40.2750749!4d-111.7092598",ChIJkXj51-KaTYcRzv169VpLoqI,0x874d9ae2d7f97891:0xa2a24b5af57afdce
Canyon View Apartments,http://www.liveatcanyonview.com/%3Frcstdid%3DMg%253D%253D-YRjTEizZPgM%253D%26utm_source%3Dgmb%26utm_medium%3Dorganic,"Apartment complex, Apartment building, Apartment rental agency",Apartment complex,Apartment complex,Lakeview,1401 Sandhill Rd,Orem,84058.0,Utah,40.2713598,-111.7104541,3.6,276,75,15,12,21,153,103,True,"https://www.google.com/maps/place/Canyon+View+Apartments/@40.2713598,-111.71045409999999,14z/data=!4m8!1m2!2m1!1sCanyon+View+Apartments!3m4!1s0x874d9b1e244d21dd:0xee94c467d8c69464!8m2!3d40.2713598!4d-111.71045409999999",ChIJ3SFNJB6bTYcRZJTG2GfElO4,0x874d9b1e244d21dd:0xee94c467d8c69464
Midtown 360,https://www.deanzaproperties.com/salt-lake-city-area/midtown-360/,"Apartment complex, Apartment building, Apartment rental agency",Apartment complex,Apartment complex,Orem Park,360 S State St,Orem,84058.0,Utah,40.2914448,-111.6932747,3.5,481,143,17,23,56,242,219,True,"https://www.google.com/maps/place/Midtown+360/@40.2914448,-111.69327469999999,14z/data=!4m8!1m2!2m1!1sMidtown+360!3m4!1s0x874d9ac1209e570f:0xf54e4be50d537ee9!8m2!3d40.2914448!4d-111.69327469999999",ChIJD1eeIMGaTYcR6X5TDeVLTvU,0x874d9ac1209e570f:0xf54e4be50d537ee9
Legacy Apartments,https://www.oremapartments.com/,Apartment complex,Apartment complex,Apartment complex,Sharon,60 E 700 N,Orem,84057.0,Utah,40.3096733,-111.6940155,3.8,18,5,0,0,1,12,10,True,"https://www.google.com/maps/place/Legacy+Apartments/@40.3096733,-111.69401549999999,14z/data=!4m8!1m2!2m1!1sLegacy+Apartments!3m4!1s0x874d8510691698c9:0x69dbbc1bc61e82c6!8m2!3d40.3096733!4d-111.69401549999999",ChIJyZgWaRCFTYcRxoIexhu822k,0x874d8510691698c9:0x69dbbc1bc61e82c6
Oakhurst Apartments,http://www.oakhurstapts.com/,Apartment building,Apartment building,Apartment building,Lakeview,1110 W 1315 S,Orem,84058.0,Utah,40.273376,-111.721821,4.2,46,7,1,1,5,32,33,True,"https://www.google.com/maps/place/Oakhurst+Apartments/@40.273376,-111.72182099999999,14z/data=!4m8!1m2!2m1!1sOakhurst+Apartments!3m4!1s0x874d9b1b2de2b2e1:0x9637c421c6f7658a!8m2!3d40.273376!4d-111.72182099999999",ChIJ4bLiLRubTYcRimX3xiHEN5Y,0x874d9b1b2de2b2e1:0x9637c421c6f7658a
Village on the Parkway,https://villageparkway.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp,"Apartment complex, Student housing center",Apartment complex,Apartment complex,Lakeview,1181 W 1230 S,Orem,84058.0,Utah,40.2746483,-111.7236572,3.7,281,68,14,11,29,159,138,True,"https://www.google.com/maps/place/Village+on+the+Parkway/@40.274648299999996,-111.72365719999999,14z/data=!4m8!1m2!2m1!1sVillage+on+the+Parkway!3m4!1s0x874d9b1a50c635bd:0x3a3f134143e4b541!8m2!3d40.274648299999996!4d-111.72365719999999",ChIJvTXGUBqbTYcRQbXkQ0ETPzo,0x874d9b1a50c635bd:0x3a3f134143e4b541
Village Park,http://www.villageparkapartments.com/,"Apartment complex, Apartment building, Apartment rental agency",Apartment complex,Apartment complex,Windsor South,1080 N State St,Orem,84057.0,Utah,40.3167766,-111.7030038,3.6,229,63,8,10,31,117,36,True,"https://www.google.com/maps/place/Village+Park/@40.3167766,-111.70300379999999,14z/data=!4m8!1m2!2m1!1sVillage+Park!3m4!1s0x874d852519ac091b:0x4f1238345919b5b3!8m2!3d40.3167766!4d-111.70300379999999",ChIJGwmsGSWFTYcRs7UZWTQ4Ek8,0x874d852519ac091b:0x4f1238345919b5b3
Cortland Ridge Apartment Homes,https://cortlandridge.com/,Apartment complex,Apartment complex,Apartment complex,Bonneville,855 N 820 W,Orem,84057.0,Utah,40.3130826,-111.7157948,3.4,39,13,2,0,5,19,50,True,"https://www.google.com/maps/place/Cortland+Ridge+Apartment+Homes/@40.3130826,-111.7157948,14z/data=!4m8!1m2!2m1!1sCortland+Ridge+Apartment+Homes!3m4!1s0x874d84d8380ac4c5:0xed8539545391061f!8m2!3d40.3130826!4d-111.7157948",ChIJxcQKONiETYcRHwaRU1Q5he0,0x874d84d8380ac4c5:0xed8539545391061f
Sun Canyon Villas - Peay Rentals,,Apartment building,Apartment building,Apartment building,Orem South,453-474 State St,Orem,84058.0,Utah,40.2881062,-111.6924237,3.5,23,7,1,1,1,13,3,True,"https://www.google.com/maps/place/Sun+Canyon+Villas+-+Peay+Rentals/@40.2881062,-111.69242369999999,14z/data=!4m8!1m2!2m1!1sSun+Canyon+Villas+-+Peay+Rentals!3m4!1s0x874d9ac03dee03bb:0x9424e8b6344135e7!8m2!3d40.2881062!4d-111.69242369999999",ChIJuwPuPcCaTYcR5zVBNLboJJQ,0x874d9ac03dee03bb:0x9424e8b6344135e7
Starcrest Apartments,,Apartment complex,Apartment complex,Apartment complex,Westmore,137 Starcrest Dr,Orem,84058.0,Utah,40.2764639,-111.6925197,2.8,11,4,2,0,2,3,2,False,"https://www.google.com/maps/place/Starcrest+Apartments/@40.276463899999996,-111.69251969999999,14z/data=!4m8!1m2!2m1!1sStarcrest+Apartments!3m4!1s0x874d9af2f5fd585b:0x972cd3528c490d73!8m2!3d40.276463899999996!4d-111.69251969999999",ChIJW1j99fKaTYcRcw1JjFLTLJc,0x874d9af2f5fd585b:0x972cd3528c490d73
Courtside Apartments,http://courtsideorem.com/,Apartment complex,Apartment complex,Apartment complex,Sunset Heights,530 S 1200 W,Orem,84058.0,Utah,40.2875928,-111.7244098,3.2,257,84,22,15,30,106,48,True,"https://www.google.com/maps/place/Courtside+Apartments/@40.2875928,-111.72440979999999,14z/data=!4m8!1m2!2m1!1sCourtside+Apartments!3m4!1s0x874d9b24bffd9701:0x1e0617bcfa9bd94b!8m2!3d40.2875928!4d-111.72440979999999",ChIJAZf9vySbTYcRS9mb-rwXBh4,0x874d9b24bffd9701:0x1e0617bcfa9bd94b
University Village Apartments,http://www.liveatstonecrest.com/,Apartment building,Apartment building,Apartment building,Lakeview,1270 Sandhill Rd,Orem,84058.0,Utah,40.2737601,-111.7136161,3.2,31,8,4,1,10,8,20,True,"https://www.google.com/maps/place/University+Village+Apartments/@40.2737601,-111.7136161,14z/data=!4m8!1m2!2m1!1sUniversity+Village+Apartments!3m4!1s0x874d9afd556dd047:0xf632f44393aa143d!8m2!3d40.2737601!4d-111.7136161",ChIJR9BtVf2aTYcRPRSqk0P0MvY,0x874d9afd556dd047:0xf632f44393aa143d
Cherry Hill Apartments,https://www.cherryhill-apts.com/%3Frcstdid%3DMg%253D%253D-YRjTEizZPgM%253D,Apartment complex,Apartment complex,Apartment complex,Cherry Hill,1757 S Vlg Ln,Orem,84058.0,Utah,40.2660769,-111.6841764,1.9,240,157,16,22,13,32,63,True,"https://www.google.com/maps/place/Cherry+Hill+Apartments/@40.2660769,-111.6841764,14z/data=!4m8!1m2!2m1!1sCherry+Hill+Apartments!3m4!1s0x874d9a61671d448d:0xc9166f27f0de7cc7!8m2!3d40.2660769!4d-111.6841764",ChIJjUQdZ2GaTYcRx3ze8CdvFsk,0x874d9a61671d448d:0xc9166f27f0de7cc7
The Green on Campus Drive,https://thegreenoncampusdrive.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp,"Apartment complex, Apartment building, Furnished apartment building, Student housing center",Apartment complex,Apartment complex,Sunset Heights,499 W 960 S St,Orem,84058.0,Utah,40.2793718,-111.7065919,4.1,1343,214,41,44,98,946,112,True,"https://www.google.com/maps/place/The+Green+on+Campus+Drive/@40.2793718,-111.70659189999999,14z/data=!4m8!1m2!2m1!1sThe+Green+on+Campus+Drive!3m4!1s0x874d9b1f649f7397:0x83812f9b8a15ded!8m2!3d40.2793718!4d-111.70659189999999",ChIJl3OfZB-bTYcR7V2huPkSOAg,0x874d9b1f649f7397:0x83812f9b8a15ded
Axis Luxury Living,https://axisluxuryliving.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp,"Apartment complex, Student housing center",Apartment complex,Apartment complex,Sunset Heights,1435 W 800 S,Orem,84058.0,Utah,40.282277,-111.7295829,3.7,672,165,29,26,46,406,133,True,"https://www.google.com/maps/place/Axis+Luxury+Living/@40.282277,-111.7295829,14z/data=!4m8!1m2!2m1!1sAxis+Luxury+Living!3m4!1s0x874d9b4810fe2a69:0x886d3cc656ef5bab!8m2!3d40.282277!4d-111.7295829",ChIJaSr-EEibTYcRq1vvVsY8bYg,0x874d9b4810fe2a69:0x886d3cc656ef5bab
Siena Villas Apartments,http://www.liveatsienavillas.com/,"Apartment rental agency, Apartment building, Apartment complex",Apartment rental agency,Apartment rental agency,Cherry Hill,1859 S Columbia Ln #126,Orem,84097.0,Utah,40.26332,-111.6802872,4.7,147,8,2,1,10,126,27,True,"https://www.google.com/maps/place/Siena+Villas+Apartments/@40.26332,-111.6802872,14z/data=!4m8!1m2!2m1!1sSiena+Villas+Apartments!3m4!1s0x874d9a64fdef9ae5:0x7653e25421cd6526!8m2!3d40.26332!4d-111.6802872",ChIJ5Zrv_WSaTYcRJmXNIVTiU3Y,0x874d9a64fdef9ae5:0x7653e25421cd6526
Country Woods,,Apartment complex,Apartment complex,Apartment complex,Lakeview,S 1260 W,Orem,84058.0,Utah,40.27305279999999,-111.7248702,3.3,12,4,1,0,1,6,2,False,"https://www.google.com/maps/place/Country+Woods/@40.273052799999995,-111.7248702,14z/data=!4m8!1m2!2m1!1sCountry+Woods!3m4!1s0x874d9b1a974b3c93:0x2c19e60d2fd51724!8m2!3d40.273052799999995!4d-111.7248702",ChIJkzxLlxqbTYcRJBfVLw3mGSw,0x874d9b1a974b3c93:0x2c19e60d2fd51724
Old Chapel Apartments,http://www.oldchapelapartments.com/,Apartment building,Apartment building,Apartment building,Downtown,396 N 100 W St,Provo,84601.0,Utah,40.2389096,-111.6601869,4.8,24,1,0,0,0,23,17,True,"https://www.google.com/maps/place/Old+Chapel+Apartments/@40.2389096,-111.6601869,14z/data=!4m8!1m2!2m1!1sOld+Chapel+Apartments!3m4!1s0x874d90ac7644ccdd:0x642b1547a34d699c!8m2!3d40.2389096!4d-111.6601869",ChIJ3cxEdqyQTYcRnGlNo0cVK2Q,0x874d90ac7644ccdd:0x642b1547a34d699c
Monaco Court Apartments,http://www.monacocourtapartments.com/,"Apartment complex, Apartment building",Apartment complex,Apartment complex,Maeser,485 S State St Unit 206,Provo,84606.0,Utah,40.2274846,-111.6443923,4.6,23,1,1,0,2,19,9,False,"https://www.google.com/maps/place/Monaco+Court+Apartments/@40.2274846,-111.64439229999999,14z/data=!4m8!1m2!2m1!1sMonaco+Court+Apartments!3m4!1s0x874d9747b6fce36d:0x4057f3acc534102!8m2!3d40.2274846!4d-111.64439229999999",ChIJbeP8tkeXTYcRAkFTzDp_BQQ,0x874d9747b6fce36d:0x4057f3acc534102
Roylance Apartments,,Apartment building,Apartment building,Apartment building,Spring Creek,988 E 900 S,Provo,84606.0,Utah,40.2219688,-111.6415433,4.5,11,1,0,0,2,8,4,False,"https://www.google.com/maps/place/Roylance+Apartments/@40.2219688,-111.6415433,14z/data=!4m8!1m2!2m1!1sRoylance+Apartments!3m4!1s0x874d973f82b92227:0xe5642a1c3f256da5!8m2!3d40.2219688!4d-111.6415433",ChIJJyK5gj-XTYcRpW0lPxwqZOU,0x874d973f82b92227:0xe5642a1c3f256da5
Lookout Pointe,http://www.lookoutpointeapts.com/,"Apartment complex, Apartment building, Apartment rental agency",Apartment complex,Apartment complex,Oak Hills,1200 Terrace Dr,Provo,84604.0,Utah,40.2492179,-111.6305443,3.9,192,34,11,11,23,113,102,True,"https://www.google.com/maps/place/Lookout+Pointe/@40.2492179,-111.6305443,14z/data=!4m8!1m2!2m1!1sLookout+Pointe!3m4!1s0x874d90d020cccc3b:0x4e76ce92f5d8d2dd!8m2!3d40.2492179!4d-111.6305443",ChIJO8zMINCQTYcR3dLY9ZLOdk4,0x874d90d020cccc3b:0x4e76ce92f5d8d2dd
The Village At South Campus,http://www.thevillageatsouthcampus.com/,"Apartment complex, Apartment building, Student housing center",Apartment complex,Apartment complex,Joaquin,602 E 600 N,Provo,84606.0,Utah,40.2412668,-111.6479885,3.5,427,102,30,26,82,187,23,True,"https://www.google.com/maps/place/The+Village+At+South+Campus/@40.2412668,-111.6479885,14z/data=!4m8!1m2!2m1!1sThe+Village+At+South+Campus!3m4!1s0x874d90b40a73bd13:0x576d3a6e1dabc547!8m2!3d40.2412668!4d-111.6479885",ChIJE71zCrSQTYcRR8WrHW46bVc,0x874d90b40a73bd13:0x576d3a6e1dabc547
Lilac Place Apartments,,Apartment complex,Apartment complex,Apartment complex,Joaquin,345 E 300 N,Provo,84606.0,Utah,40.2381292,-111.6526266,3.3,23,5,3,3,4,8,5,False,"https://www.google.com/maps/place/Lilac+Place+Apartments/@40.238129199999996,-111.65262659999999,14z/data=!4m8!1m2!2m1!1sLilac+Place+Apartments!3m4!1s0x874d90b2c0057ddb:0x1909a238b674369c!8m2!3d40.238129199999996!4d-111.65262659999999",ChIJ230FwLKQTYcRnDZ0tjiiCRk,0x874d90b2c0057ddb:0x1909a238b674369c
Brittany Apartments,http://brittanyapts.net/,"Apartment building, Apartments",Apartment building,Apartment building,Joaquin,243 E 500 N,Provo,84606.0,Utah,40.2407348,-111.6547684,3.4,96,19,9,10,26,32,3,True,"https://www.google.com/maps/place/Brittany+Apartments/@40.2407348,-111.6547684,14z/data=!4m8!1m2!2m1!1sBrittany+Apartments!3m4!1s0x874d90adf39a5107:0x142dcab8a53f94b2!8m2!3d40.2407348!4d-111.6547684",ChIJB1Ga862QTYcRspQ_pbjKLRQ,0x874d90adf39a5107:0x142dcab8a53f94b2
Bountiful Court Apartments,https://www.bountifulcourt.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp,"Apartment complex, Student housing center",Apartment complex,Apartment complex,Joaquin,185 E 300 N,Provo,84606.0,Utah,40.2382572,-111.6553891,3.9,200,29,8,17,55,91,102,True,"https://www.google.com/maps/place/Bountiful+Court+Apartments/@40.2382572,-111.6553891,14z/data=!4m8!1m2!2m1!1sBountiful+Court+Apartments!3m4!1s0x874d90ad6cbe0e49:0x91bc868c288c73f6!8m2!3d40.2382572!4d-111.6553891",ChIJSQ6-bK2QTYcR9nOMKIyGvJE,0x874d90ad6cbe0e49:0x91bc868c288c73f6
